family,input_profile,populated_slots,population,reason,split,vocabulary_profile
overall,passive,2183954,previously_discarded,role,overall,clean_parent_train_minocc100
overall,passive,166,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
overall,passive,27,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
overall,passive,721,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
overall,passive,115443,previously_discarded,output_constant,test,clean_parent_train_minocc100
overall,passive,14156,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
overall,passive,327311,previously_discarded,role,test,clean_parent_train_minocc100
overall,passive,3354,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
overall,passive,539317,previously_discarded,output_constant,train,clean_parent_train_minocc100
overall,passive,66823,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
overall,passive,1528858,previously_discarded,role,train,clean_parent_train_minocc100
overall,passive,169,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
overall,passive,20,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
overall,passive,746,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
overall,passive,115400,previously_discarded,output_constant,val,clean_parent_train_minocc100
overall,passive,14337,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
overall,passive,327785,previously_discarded,role,val,clean_parent_train_minocc100
conflictWith,passive,6,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
conflictWith,passive,232,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
conflictWith,passive,14934,previously_discarded,output_constant,overall,clean_parent_train_minocc100
conflictWith,passive,5708,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
conflictWith,passive,334194,previously_discarded,role,overall,clean_parent_train_minocc100
distinct,passive,2,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
distinct,passive,11,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
distinct,passive,6432,previously_discarded,output_constant,overall,clean_parent_train_minocc100
distinct,passive,6596,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
distinct,passive,710685,previously_discarded,role,overall,clean_parent_train_minocc100
inverse,passive,5,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
inverse,passive,130,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
inverse,passive,62950,previously_discarded,output_constant,overall,clean_parent_train_minocc100
inverse,passive,1358,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
inverse,passive,151998,previously_discarded,role,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,183,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,16,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,2013,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,150680,previously_discarded,output_constant,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,42894,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
itemRequiresStatement,passive,105912,previously_discarded,role,overall,clean_parent_train_minocc100
oneOf,passive,1,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
oneOf,passive,22,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
oneOf,passive,2,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
oneOf,passive,4997,previously_discarded,output_constant,overall,clean_parent_train_minocc100
oneOf,passive,47,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
oneOf,passive,30700,previously_discarded,role,overall,clean_parent_train_minocc100
single,passive,59,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
single,passive,899,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
single,passive,3485,previously_discarded,output_constant,overall,clean_parent_train_minocc100
single,passive,14621,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
single,passive,392695,previously_discarded,role,overall,clean_parent_train_minocc100
symmetric,passive,1,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
symmetric,passive,51,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
symmetric,passive,116,previously_discarded,output_constant,overall,clean_parent_train_minocc100
symmetric,passive,409,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
symmetric,passive,91187,previously_discarded,role,overall,clean_parent_train_minocc100
type,passive,20,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
type,passive,2,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
type,passive,342,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
type,passive,186108,previously_discarded,output_constant,overall,clean_parent_train_minocc100
type,passive,4322,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
type,passive,115572,previously_discarded,role,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,45,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,3,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,764,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,148008,previously_discarded,output_constant,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,15791,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueRequiresStatement,passive,142178,previously_discarded,role,overall,clean_parent_train_minocc100
valueType,passive,13,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueType,passive,4,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
valueType,passive,377,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueType,passive,192450,previously_discarded,output_constant,overall,clean_parent_train_minocc100
valueType,passive,3570,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueType,passive,108833,previously_discarded,role,overall,clean_parent_train_minocc100
conflictWith,passive,3,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
conflictWith,passive,41,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
conflictWith,passive,2221,previously_discarded,output_constant,test,clean_parent_train_minocc100
conflictWith,passive,803,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
conflictWith,passive,50116,previously_discarded,role,test,clean_parent_train_minocc100
distinct,passive,1,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
distinct,passive,2,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
distinct,passive,979,previously_discarded,output_constant,test,clean_parent_train_minocc100
distinct,passive,987,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
distinct,passive,106628,previously_discarded,role,test,clean_parent_train_minocc100
inverse,passive,4,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
inverse,passive,17,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
inverse,passive,9486,previously_discarded,output_constant,test,clean_parent_train_minocc100
inverse,passive,184,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
inverse,passive,22775,previously_discarded,role,test,clean_parent_train_minocc100
itemRequiresStatement,passive,93,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
itemRequiresStatement,passive,10,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
itemRequiresStatement,passive,301,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
itemRequiresStatement,passive,22546,previously_discarded,output_constant,test,clean_parent_train_minocc100
itemRequiresStatement,passive,6437,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
itemRequiresStatement,passive,15859,previously_discarded,role,test,clean_parent_train_minocc100
oneOf,passive,1,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
oneOf,passive,14,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
oneOf,passive,725,previously_discarded,output_constant,test,clean_parent_train_minocc100
oneOf,passive,12,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
oneOf,passive,4588,previously_discarded,role,test,clean_parent_train_minocc100
single,passive,22,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
single,passive,127,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
single,passive,490,previously_discarded,output_constant,test,clean_parent_train_minocc100
single,passive,2188,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
single,passive,58805,previously_discarded,role,test,clean_parent_train_minocc100
symmetric,passive,1,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
symmetric,passive,8,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
symmetric,passive,15,previously_discarded,output_constant,test,clean_parent_train_minocc100
symmetric,passive,51,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
symmetric,passive,13575,previously_discarded,role,test,clean_parent_train_minocc100
type,passive,8,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
type,passive,59,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
type,passive,27900,previously_discarded,output_constant,test,clean_parent_train_minocc100
type,passive,636,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
type,passive,17372,previously_discarded,role,test,clean_parent_train_minocc100
valueRequiresStatement,passive,26,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueRequiresStatement,passive,1,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
valueRequiresStatement,passive,102,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueRequiresStatement,passive,22243,previously_discarded,output_constant,test,clean_parent_train_minocc100
valueRequiresStatement,passive,2332,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueRequiresStatement,passive,21250,previously_discarded,role,test,clean_parent_train_minocc100
valueType,passive,7,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
valueType,passive,2,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
valueType,passive,64,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
valueType,passive,28838,previously_discarded,output_constant,test,clean_parent_train_minocc100
valueType,passive,526,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
valueType,passive,16343,previously_discarded,role,test,clean_parent_train_minocc100
conflictWith,passive,150,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
conflictWith,passive,10538,previously_discarded,output_constant,train,clean_parent_train_minocc100
conflictWith,passive,4027,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
conflictWith,passive,234039,previously_discarded,role,train,clean_parent_train_minocc100
distinct,passive,8,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
distinct,passive,4463,previously_discarded,output_constant,train,clean_parent_train_minocc100
distinct,passive,4583,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
distinct,passive,497337,previously_discarded,role,train,clean_parent_train_minocc100
inverse,passive,86,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
inverse,passive,43984,previously_discarded,output_constant,train,clean_parent_train_minocc100
inverse,passive,986,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
inverse,passive,106471,previously_discarded,role,train,clean_parent_train_minocc100
itemRequiresStatement,passive,1402,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
itemRequiresStatement,passive,105627,previously_discarded,output_constant,train,clean_parent_train_minocc100
itemRequiresStatement,passive,30013,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
itemRequiresStatement,passive,74125,previously_discarded,role,train,clean_parent_train_minocc100
oneOf,passive,1,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
oneOf,passive,3530,previously_discarded,output_constant,train,clean_parent_train_minocc100
oneOf,passive,30,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
oneOf,passive,21516,previously_discarded,role,train,clean_parent_train_minocc100
single,passive,638,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
single,passive,2518,previously_discarded,output_constant,train,clean_parent_train_minocc100
single,passive,10195,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
single,passive,274913,previously_discarded,role,train,clean_parent_train_minocc100
symmetric,passive,33,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
symmetric,passive,77,previously_discarded,output_constant,train,clean_parent_train_minocc100
symmetric,passive,298,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
symmetric,passive,63912,previously_discarded,role,train,clean_parent_train_minocc100
type,passive,247,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
type,passive,130224,previously_discarded,output_constant,train,clean_parent_train_minocc100
type,passive,3056,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
type,passive,80919,previously_discarded,role,train,clean_parent_train_minocc100
valueRequiresStatement,passive,539,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueRequiresStatement,passive,103647,previously_discarded,output_constant,train,clean_parent_train_minocc100
valueRequiresStatement,passive,11121,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueRequiresStatement,passive,99439,previously_discarded,role,train,clean_parent_train_minocc100
valueType,passive,250,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
valueType,passive,134709,previously_discarded,output_constant,train,clean_parent_train_minocc100
valueType,passive,2514,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
valueType,passive,76187,previously_discarded,role,train,clean_parent_train_minocc100
conflictWith,passive,3,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
conflictWith,passive,41,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
conflictWith,passive,2175,previously_discarded,output_constant,val,clean_parent_train_minocc100
conflictWith,passive,878,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
conflictWith,passive,50039,previously_discarded,role,val,clean_parent_train_minocc100
distinct,passive,1,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
distinct,passive,1,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
distinct,passive,990,previously_discarded,output_constant,val,clean_parent_train_minocc100
distinct,passive,1026,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
distinct,passive,106720,previously_discarded,role,val,clean_parent_train_minocc100
inverse,passive,1,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
inverse,passive,27,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
inverse,passive,9480,previously_discarded,output_constant,val,clean_parent_train_minocc100
inverse,passive,188,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
inverse,passive,22752,previously_discarded,role,val,clean_parent_train_minocc100
itemRequiresStatement,passive,90,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
itemRequiresStatement,passive,6,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
itemRequiresStatement,passive,310,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
itemRequiresStatement,passive,22507,previously_discarded,output_constant,val,clean_parent_train_minocc100
itemRequiresStatement,passive,6444,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
itemRequiresStatement,passive,15928,previously_discarded,role,val,clean_parent_train_minocc100
oneOf,passive,8,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
oneOf,passive,1,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
oneOf,passive,742,previously_discarded,output_constant,val,clean_parent_train_minocc100
oneOf,passive,5,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
oneOf,passive,4596,previously_discarded,role,val,clean_parent_train_minocc100
single,passive,37,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
single,passive,134,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
single,passive,477,previously_discarded,output_constant,val,clean_parent_train_minocc100
single,passive,2238,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
single,passive,58977,previously_discarded,role,val,clean_parent_train_minocc100
symmetric,passive,10,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
symmetric,passive,24,previously_discarded,output_constant,val,clean_parent_train_minocc100
symmetric,passive,60,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
symmetric,passive,13700,previously_discarded,role,val,clean_parent_train_minocc100
type,passive,12,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
type,passive,2,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
type,passive,36,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
type,passive,27984,previously_discarded,output_constant,val,clean_parent_train_minocc100
type,passive,630,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
type,passive,17281,previously_discarded,role,val,clean_parent_train_minocc100
valueRequiresStatement,passive,19,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueRequiresStatement,passive,2,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
valueRequiresStatement,passive,123,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueRequiresStatement,passive,22118,previously_discarded,output_constant,val,clean_parent_train_minocc100
valueRequiresStatement,passive,2338,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueRequiresStatement,passive,21489,previously_discarded,role,val,clean_parent_train_minocc100
valueType,passive,6,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
valueType,passive,2,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
valueType,passive,63,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
valueType,passive,28903,previously_discarded,output_constant,val,clean_parent_train_minocc100
valueType,passive,530,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
valueType,passive,16303,previously_discarded,role,val,clean_parent_train_minocc100
overall,factorized,290,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
overall,factorized,92,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
overall,factorized,4821,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
overall,factorized,770160,previously_discarded,output_constant,overall,clean_parent_train_minocc100
overall,factorized,95316,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
overall,factorized,2183954,previously_discarded,role,overall,clean_parent_train_minocc100
overall,factorized,142,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
overall,factorized,51,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
overall,factorized,721,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
overall,factorized,115443,previously_discarded,output_constant,test,clean_parent_train_minocc100
overall,factorized,14156,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
overall,factorized,327311,previously_discarded,role,test,clean_parent_train_minocc100
overall,factorized,3354,previously_discarded,missing_role_present_local_neighbor,train,clean_parent_train_minocc100
overall,factorized,539317,previously_discarded,output_constant,train,clean_parent_train_minocc100
overall,factorized,66823,previously_discarded,outside_fixed_vocabulary_and_input,train,clean_parent_train_minocc100
overall,factorized,1528858,previously_discarded,role,train,clean_parent_train_minocc100
overall,factorized,148,previously_discarded,known_constant_blocked_by_output_mask,val,clean_parent_train_minocc100
overall,factorized,41,previously_discarded,local_constraint_parameter,val,clean_parent_train_minocc100
overall,factorized,746,previously_discarded,missing_role_present_local_neighbor,val,clean_parent_train_minocc100
overall,factorized,115400,previously_discarded,output_constant,val,clean_parent_train_minocc100
overall,factorized,14337,previously_discarded,outside_fixed_vocabulary_and_input,val,clean_parent_train_minocc100
overall,factorized,327785,previously_discarded,role,val,clean_parent_train_minocc100
conflictWith,factorized,5,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
conflictWith,factorized,1,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
conflictWith,factorized,232,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
conflictWith,factorized,14934,previously_discarded,output_constant,overall,clean_parent_train_minocc100
conflictWith,factorized,5708,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
conflictWith,factorized,334194,previously_discarded,role,overall,clean_parent_train_minocc100
distinct,factorized,2,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
distinct,factorized,11,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
distinct,factorized,6432,previously_discarded,output_constant,overall,clean_parent_train_minocc100
distinct,factorized,6596,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
distinct,factorized,710685,previously_discarded,role,overall,clean_parent_train_minocc100
inverse,factorized,5,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
inverse,factorized,130,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
inverse,factorized,62950,previously_discarded,output_constant,overall,clean_parent_train_minocc100
inverse,factorized,1358,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
inverse,factorized,151998,previously_discarded,role,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,148,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,51,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,2013,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,150680,previously_discarded,output_constant,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,42894,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
itemRequiresStatement,factorized,105912,previously_discarded,role,overall,clean_parent_train_minocc100
oneOf,factorized,1,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
oneOf,factorized,22,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
oneOf,factorized,2,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
oneOf,factorized,4997,previously_discarded,output_constant,overall,clean_parent_train_minocc100
oneOf,factorized,47,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
oneOf,factorized,30700,previously_discarded,role,overall,clean_parent_train_minocc100
single,factorized,55,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
single,factorized,4,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
single,factorized,899,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
single,factorized,3485,previously_discarded,output_constant,overall,clean_parent_train_minocc100
single,factorized,14621,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
single,factorized,392695,previously_discarded,role,overall,clean_parent_train_minocc100
symmetric,factorized,1,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
symmetric,factorized,51,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
symmetric,factorized,116,previously_discarded,output_constant,overall,clean_parent_train_minocc100
symmetric,factorized,409,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
symmetric,factorized,91187,previously_discarded,role,overall,clean_parent_train_minocc100
type,factorized,18,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
type,factorized,4,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
type,factorized,342,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
type,factorized,186108,previously_discarded,output_constant,overall,clean_parent_train_minocc100
type,factorized,4322,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
type,factorized,115572,previously_discarded,role,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,42,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,6,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,764,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,148008,previously_discarded,output_constant,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,15791,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueRequiresStatement,factorized,142178,previously_discarded,role,overall,clean_parent_train_minocc100
valueType,factorized,13,previously_discarded,known_constant_blocked_by_output_mask,overall,clean_parent_train_minocc100
valueType,factorized,4,previously_discarded,local_constraint_parameter,overall,clean_parent_train_minocc100
valueType,factorized,377,previously_discarded,missing_role_present_local_neighbor,overall,clean_parent_train_minocc100
valueType,factorized,192450,previously_discarded,output_constant,overall,clean_parent_train_minocc100
valueType,factorized,3570,previously_discarded,outside_fixed_vocabulary_and_input,overall,clean_parent_train_minocc100
valueType,factorized,108833,previously_discarded,role,overall,clean_parent_train_minocc100
conflictWith,factorized,2,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
conflictWith,factorized,1,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
conflictWith,factorized,41,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
conflictWith,factorized,2221,previously_discarded,output_constant,test,clean_parent_train_minocc100
conflictWith,factorized,803,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
conflictWith,factorized,50116,previously_discarded,role,test,clean_parent_train_minocc100
distinct,factorized,1,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
distinct,factorized,2,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
distinct,factorized,979,previously_discarded,output_constant,test,clean_parent_train_minocc100
distinct,factorized,987,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
distinct,factorized,106628,previously_discarded,role,test,clean_parent_train_minocc100
inverse,factorized,4,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
inverse,factorized,17,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
inverse,factorized,9486,previously_discarded,output_constant,test,clean_parent_train_minocc100
inverse,factorized,184,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
inverse,factorized,22775,previously_discarded,role,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,73,previously_discarded,known_constant_blocked_by_output_mask,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,30,previously_discarded,local_constraint_parameter,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,301,previously_discarded,missing_role_present_local_neighbor,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,22546,previously_discarded,output_constant,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,6437,previously_discarded,outside_fixed_vocabulary_and_input,test,clean_parent_train_minocc100
itemRequiresStatement,factorized,15859,previously_discarded,role,test,clean_parent_train_minocc100
