index,constraint_id,constraint_type,density_bucket,candidate_count,selected_candidate_index,oracle_candidate_index,non_vacuous_oracle_candidate_index,selected_slots,oracle_slots,non_vacuous_oracle_slots,selected_safe,oracle_safe,selected_non_vacuous_safe,oracle_non_vacuous_safe,selected_events,oracle_events,non_vacuous_oracle_events
24,65737,valueRequiresStatement,1,41,1,28,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 56, ""numerator"": 31}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 25, ""numerator"": 0}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 34}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 25, ""numerator"": 0}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
26,62202,valueRequiresStatement,1,41,1,29,1,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]","[74215, 29762, 98872, 0, 0, 0]",1,1,1,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 71, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 71, ""numerator"": 37}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 34, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 71, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 83, ""numerator"": 49}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 34, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 71, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 71, ""numerator"": 37}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 34, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
28,51756,valueType,1,44,4,31,,"[74215, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 241, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 241, ""numerator"": 217}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 0}, ""srr"": {""denominator"": 217, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 241, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 297, ""numerator"": 273}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 0}, ""srr"": {""denominator"": 217, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
30,65857,type,1,42,2,32,,"[74195, 30006, 30004, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 0, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 0, ""numerator"": 0}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 0, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 2, ""numerator"": 2}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
33,56980,oneOf,1,65,25,52,,"[74215, 29803, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 5}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 8}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 11, ""numerator"": 0}, ""srr"": {""denominator"": 5, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
34,56396,itemRequiresStatement,1,41,1,29,,"[74195, 29762, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 19, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 19, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 22, ""numerator"": 12}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
41,73199,itemRequiresStatement,1,41,1,32,,"[74215, 30006, 30004, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 9, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 9, ""numerator"": 3}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 9, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 11, ""numerator"": 6}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 3, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
42,56490,valueRequiresStatement,1,41,1,13,,"[74195, 29762, 30002, 0, 0, 0]","[74215, 29762, 35302, 0, 0, 0]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 20, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 19}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 18, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 20, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 20}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 18, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
46,66339,valueRequiresStatement,1,41,1,32,,"[74215, 74214, 95244, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 46, ""numerator"": 40}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 39, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 46, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 63, ""numerator"": 58}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 1}, ""srr"": {""denominator"": 39, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
47,50362,valueType,1,42,2,32,,"[74195, 29762, 89604, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 8}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 9, ""numerator"": 0}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
50,56799,conflictWith,1,43,23,25,25,"[0, 0, 0, 74195, 74214, 74197]","[0, 0, 0, 74195, 74196, 74197]","[0, 0, 0, 74195, 74196, 74197]",0,1,0,1,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 90, ""numerator"": 72}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 17, ""numerator"": 0}, ""srr"": {""denominator"": 72, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 92, ""numerator"": 76}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 1}, ""srr"": {""denominator"": 72, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 90, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 1}, ""local_satisfaction"": {""denominator"": 92, ""numerator"": 76}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 17, ""numerator"": 1}, ""srr"": {""denominator"": 72, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
51,66339,valueRequiresStatement,1,41,1,31,,"[74215, 74214, 95244, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 37, ""numerator"": 36}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 35, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 37, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 54, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 35, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
52,52397,valueRequiresStatement,1,41,1,28,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 17, ""numerator"": 7}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 17, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 20, ""numerator"": 13}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 10, ""numerator"": 3}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
55,67743,type,1,48,8,36,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 64, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 64, ""numerator"": 40}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 0}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 64, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 76, ""numerator"": 54}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 2}, ""srr"": {""denominator"": 40, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
56,65158,valueType,1,42,2,32,,"[74215, 29762, 35471, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,1,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 74, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 74, ""numerator"": 55}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 18, ""numerator"": 0}, ""srr"": {""denominator"": 55, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 74, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 87, ""numerator"": 70}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 1}, ""srr"": {""denominator"": 55, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
59,73929,inverse,1,42,2,30,,"[74215, 74214, 74195, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 16, ""numerator"": 8}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 16, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 19, ""numerator"": 11}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 8, ""numerator"": 0}, ""srr"": {""denominator"": 7, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}",
61,62202,valueRequiresStatement,1,41,1,30,,"[74215, 29803, 29818, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 45, ""numerator"": 31}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 45, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 52, ""numerator"": 41}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 3}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
63,52397,valueRequiresStatement,1,41,1,30,,"[74215, 31319, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 24, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 24, ""numerator"": 9}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 15, ""numerator"": 0}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 24, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 15}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 15, ""numerator"": 3}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
64,51492,type,1,43,3,23,,"[74195, 29762, 98872, 0, 0, 0]","[0, 0, 0, 74195, 74214, 74215]",,0,0,0,0,"{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 0}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 0}, ""delta_local_satisfaction"": {""denominator"": 80, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 80, ""numerator"": 36}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 44, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 80, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 100, ""numerator"": 57}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 44, ""numerator"": 1}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}",
