index,constraint_id,constraint_type,density_bucket,prediction_exact_match,metric_equivalent,resolved_operation_equivalent,g0_slots,h1_slots,g0_resolved_add,g0_resolved_del,dfb_resolved_add,dfb_resolved_del,g0_events,dfb_events
10,52213,conflictWith,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30638, 98872]",null,"[98872, 30638, 98872]",null,"[98872, 30638, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 4}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 30, ""numerator"": 15}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 3}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 27, ""numerator"": 4}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 30, ""numerator"": 15}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 18, ""numerator"": 3}, ""srr"": {""denominator"": 8, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
11,55339,single,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 97413, 29787, 98872]",null,"[97413, 29787, 98872]",null,"[97413, 29787, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 7, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 7, ""numerator"": 0}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 7, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 7, ""numerator"": 0}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 6, ""numerator"": 0}, ""srr"": {""denominator"": 0, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
12,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 90087, 33681, 75281]",null,"[90087, 33681, 75281]",null,"[90087, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
13,64000,single,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 95002, 35867, 88406]",null,"[95002, 35867, 88406]",null,"[95002, 35867, 88406]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 29, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 35, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 14, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 29, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 35, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 0}, ""sir"": {""denominator"": 14, ""numerator"": 0}, ""srr"": {""denominator"": 14, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
14,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 93959, 33681, 33265]",null,"[93959, 33681, 33265]",null,"[93959, 33681, 33265]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 48, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 68, ""numerator"": 68}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 2, ""numerator"": 2}, ""srr"": {""denominator"": 45, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 48, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 68, ""numerator"": 68}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 2, ""numerator"": 2}, ""srr"": {""denominator"": 45, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
15,64161,single,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 97316, 30828, 98872]",null,"[97316, 30828, 98872]",null,"[97316, 30828, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 5, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 1}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 5, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 2, ""numerator"": 1}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
16,60096,distinct,17_64,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 92630, 30780, 89574]",null,"[92630, 30780, 89574]",null,"[92630, 30780, 89574]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 26, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 28, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 10, ""numerator"": 2}, ""srr"": {""denominator"": 15, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 26, ""numerator"": 3}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 28, ""numerator"": 20}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 10, ""numerator"": 2}, ""srr"": {""denominator"": 15, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
17,67579,type,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 35227, 98872]",null,"[98872, 35227, 98872]",null,"[98872, 35227, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 47, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 30, ""numerator"": 0}, ""srr"": {""denominator"": 17, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 47, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 29}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 30, ""numerator"": 0}, ""srr"": {""denominator"": 17, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
18,51866,itemRequiresStatement,5_16,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29963, 98872]",null,"[98872, 29963, 98872]",null,"[98872, 29963, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 1, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 4, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 1, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 1, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 4, ""numerator"": 4}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 1, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
19,51759,type,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30419, 76032]",null,"[98872, 30419, 76032]",null,"[98872, 30419, 76032]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 100, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 116, ""numerator"": 115}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 99, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 100, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 116, ""numerator"": 115}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 0}, ""srr"": {""denominator"": 99, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
20,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 33681, 75281]",null,"[98872, 33681, 75281]",null,"[98872, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
21,59405,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 91177, 33681, 75281]",null,"[91177, 33681, 75281]",null,"[91177, 33681, 75281]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 31, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 44, ""numerator"": 44}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 1, ""numerator"": 1}, ""srr"": {""denominator"": 29, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
22,51435,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30111, 32159]",null,"[98872, 30111, 32159]",null,"[98872, 30111, 32159]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 28, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 35, ""numerator"": 19}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 18, ""numerator"": 2}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 28, ""numerator"": 2}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 35, ""numerator"": 19}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 18, ""numerator"": 2}, ""srr"": {""denominator"": 10, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
23,50387,inverse,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29865, 98872]",null,"[98872, 29865, 98872]",null,"[98872, 29865, 98872]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 23, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 15}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 1}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 23, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 27, ""numerator"": 15}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 13, ""numerator"": 1}, ""srr"": {""denominator"": 9, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
24,65737,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30512, 85884]",null,"[98872, 30512, 85884]",null,"[98872, 30512, 85884]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 34}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 25, ""numerator"": 0}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 56, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 59, ""numerator"": 34}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 25, ""numerator"": 0}, ""srr"": {""denominator"": 30, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
25,57267,distinct,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 32938, 90312]",null,"[98872, 32938, 90312]",null,"[98872, 32938, 90312]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 3, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 5, ""numerator"": 5}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 2, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
26,62202,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29766, 87234]",null,"[98872, 29766, 87234]",null,"[98872, 29766, 87234]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 71, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 83, ""numerator"": 49}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 34, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 71, ""numerator"": 1}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 1, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 83, ""numerator"": 49}, ""pfr"": {""denominator"": 1, ""numerator"": 1}, ""sir"": {""denominator"": 34, ""numerator"": 0}, ""srr"": {""denominator"": 36, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 1}}"
27,66339,valueRequiresStatement,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 29803, 35546]",null,"[98872, 29803, 35546]",null,"[98872, 29803, 35546]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 21, ""numerator"": 21}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 12, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 21, ""numerator"": 21}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 0, ""numerator"": 0}, ""srr"": {""denominator"": 11, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
28,51756,valueType,65_plus,0,1,1,"[0, 0, 0, 74195, 74214, 74215]","[0, 0, 0, 98872, 30419, 48698]",null,"[98872, 30419, 48698]",null,"[98872, 30419, 48698]","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 241, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 297, ""numerator"": 273}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 0}, ""srr"": {""denominator"": 217, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}","{""base_deletion_rate"": {""denominator"": 1, ""numerator"": 1}, ""deletes_base_action_rate"": {""denominator"": 1, ""numerator"": 1}, ""delta_local_satisfaction"": {""denominator"": 241, ""numerator"": 0}, ""disruption"": {""denominator"": 1, ""numerator"": 1}, ""eppf"": {""denominator"": 0, ""numerator"": 0}, ""local_satisfaction"": {""denominator"": 297, ""numerator"": 273}, ""pfr"": {""denominator"": 0, ""numerator"": 0}, ""sir"": {""denominator"": 24, ""numerator"": 0}, ""srr"": {""denominator"": 217, ""numerator"": 0}, ""vacuous_improvement"": {""denominator"": 1, ""numerator"": 0}}"
